S_No,PaperID,Title,TR ,Volumes,ScanTime(Min.Sec),EyeStatus,MFStrength,NumHealthy(M),NumHealthy(F),NumASD(M),NumASD(F),NumAutistic,NumHighFunctioning,LanguageImpaired,NumAspergsr's,NumPDD-NOS,AgeRangeHealthyMean,AgeRangeHealthyStd,AgeRangeASDMean,AgeRangeASDStd,AgeRangeAutistic,AgeRangeAspergsr's,AgeRangePDD-NOS,FIQMean_ASD,FIQStd_ASD,FIQMean_TD,FIQStd_TD,BandpassRangeHighpass(Hz),BandpassRangeLowpass(Hz),Smoothing(fwhm)mm,GSR,CSF,WM,Motion Params,Age,Scrubbing,GCOR,aCOMPCor,Cardiac and respiratory signals regression,Despiking,SeedName,SeedMNI,UnderConnectivityName,UnderConnectivityMNI,OverConnectivityName,OverConnectivityMNI,Notes,Tool,Scanner,DSM,ROIxROI,ROIxVoxels,Participants,Medication,Comorbidities,FIQ >,Over(1) /Under(-1) / Both (0),Summary,Bibtex Citation,IQ Notes
588,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Left medial prefrontal,-18 46 10,,,,,,,,,,,,,,,,
589,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Right medial prefrontal,16 24 42,,,,,,,,,,,,,,,,
590,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Left temporal lobe,-48 8 -40,,,,,,,,,,,,,,,,
591,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Left temporal lobe,-38 4 -16,,,,,,,,,,,,,,,,
592,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Right temporal lobe,42 -52 16,,,,,,,,,,,,,,,,
593,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Right temporal lobe,46 -8 -24,,,,,,,,,,,,,,,,
594,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Right temporal lobe,40 -44 -18,,,,,,,,,,,,,,,,
595,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Right temporal lobe,42 -22 8,,,,,,,,,,,,,,,,
596,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Left superior frontal gyrus,-20 56 2,,,,,,,,,,,,,,,,
597,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Left superior frontal gyrus,-10 -16 74,,,,,,,,,,,,,,,,
598,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Left superior frontal gyrus,-18 54 -12,,,,,,,,,,,,,,,,
599,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Left superior frontal gyrus,-8 50 48,,,,,,,,,,,,,,,,
600,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Left superior frontal gyrus,-10 -2 68,,,,,,,,,,,,,,,,
601,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Right superior frontal gyrus,14 26 48,,,,,,,,,,,,,,,,
602,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Right superior frontal gyrus,16 34 40,,,,,,,,,,,,,,,,
603,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Left parahippocampal gyrus,-16 0 -16,,,,,,,,,,,,,,,,
604,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Left parahippocampal gyrus,-34 -42 -10,,,,,,,,,,,,,,,,
605,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Left parahippocampal gyrus,-20 -34 -4,,,,,,,,,,,,,,,,
606,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Right parahippocampal gyrus,18 -12 -22,,,,,,,,,,,,,,,,
607,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Right parahippocampal gyrus,30 -28 -24,,,,,,,,,,,,,,,,
608,36,,2000,300,10,Open,3,14,1,14,2,6,,,2,8,16,1.44,15,1.45,,,,,,,,,0.08,8,,,,1,,,,,,,PCC,-5 -53 41,Right parahippocampal gyrus,16 -4 -16,,,,,,,,,,,,,,,,
609,37,"Monk, C. S., Peltier, S. J., Wiggins, J. L., Weng, S. J., Carrasco, M., Risi, S., & Lord, C. (2009). Abnormalities of intrinsic functional connectivity in autism spectrum disorders. Neuroimage, 47(2), 764-772.",2000,300,10,OPEN,3,10,2,11,1,7,,,2,3,27,6.1,26,5.93,,,,,,,,,0.08,,,,,,,,,,1,,PCC (4 voxel Square),-5 -53 41,Right Superior Frontal Gyrus, 26 42 46,Right Temporal Lobe,54 -20 -2,"When the subjects on meditation were not taken into account while group differences, the results were still same. Confused in whether PCC seed was correlated with all the voxels or just the other DMN regions. Coz the p value threshold was defined by 0.5 / 11 where 11 was the number of DMN regions. The timecourse of the seed was unit normalized to remove differences in variance between subjects.","SPM2, FSL",3 T GE Signa scanner,-,,1,Original,Yes,None,-,0,Monk et al. analyzed the DMN by taking PCC as seed which is considered to be a core area of DMN. Seed-voxels based FC maps were creates using PCC as seed. Between group differences  were found. ASD showed under connectivity between PCC and the right superior frontal gyrus. They also showed over connectivity between PCC and some parts of Temporal lobe as well as right parahippocampul gyrus.  ,"@article{monk2009abnormalities,
  title={Abnormalities of intrinsic functional connectivity in autism spectrum disorders},
  author={Monk, Christopher S and Peltier, Scott J and Wiggins, Jillian Lee and Weng, Shih-Jen and Carrasco, Melisa and Risi, Susan and Lord, Catherine},
  journal={Neuroimage},
  volume={47},
  number={2},
  pages={764--772},
  year={2009},
  publisher={Elsevier}
}",
610,37,,2000,300,10,OPEN,3,10,2,11,1,7,,,2,3,27,6.1,26,5.93,,,,,,,,,0.08,,,,,,,,,,1,,PCC (4 voxel Square),-5 -53 41,,,Right parahippocampal gyrus,"
18 -28 -12",,,,,,,,,,,,,,
611,38,"Traynor, J. M., Doyle-Thomas, K. A. R., Hanford, L. C., Foster, N. E., Tryfon, A., Hyde, K. L., ... & Hall, G. B. C. (2018). Indices of repetitive behaviour are correlated with patterns of intrinsic functional connectivity in youth with autism spectrum disorder. Brain research, 1685, 79-90.",2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L PCC ,-6 -52 40,R Angular Gyrus,58 -64 32,L Superior Temporal Gyrus,-64 -40 22,,"SPM8, CONN",Siemens TimTrio 3 Telsa,4,1,1,Original,None,None,,0,"Traynor et al. analyzed the thalamocortical and cortico-basal ganglia  ROIs for its effects on repetitive behaviours. They did a seed based as well as ROI x ROI based analysis. They concluded their analysis by showing a predominant  over connectivity of basal gangalian regions -PCC, Putamen, and globus pallidus seeds with cortical sensory processing areas and thalamus with somatosensory and motor cortices. They also observed underconnectivity of Angular gyrus with superior temporal cortical area.","@article{traynor2018indices,
  title={Indices of repetitive behaviour are correlated with patterns of intrinsic functional connectivity in youth with autism spectrum disorder},
  author={Traynor, JM and Doyle-Thomas, KAR and Hanford, LC and Foster, NE and Tryfon, A and Hyde, KL and Anagnostou, E and Evans, AC and Zwaigenbaum, L and Hall, GBC and others},
  journal={Brain research},
  volume={1685},
  pages={79--90},
  year={2018},
  publisher={Elsevier}
}
",
612,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L PCC ,-6 -52 40,,,,,,,,,,,,,,,,,,
613,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,R Hippocampus,28 -12 -22,,,L Associative VIsual Cortex,-48 -64 16,,,,,,,,,,,,,,
614,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L Thalamus,-12 -24 6,,,R Insular Cortex,34 -22 10,,,,,,,,,,,,,,
615,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L Thalamus,-12 -24 6,,,L Premotor Cortex,-26 -34 72,,,,,,,,,,,,,,
616,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L Thalamus,-12 -24 6,,,R Primary Somatosensory Cortex,40 -36 60,,,,,,,,,,,,,,
617,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L Thalamus,-12 -24 6,,,L Superior Temporal Gyrus,-54 2 0,,,,,,,,,,,,,,
618,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L Thalamus,-12 -24 6,,,R Primary Somatosensory Cortex,46 -24 36,,,,,,,,,,,,,,
619,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L Thalamus,-12 -24 6,,,L Primary Auditory Cortex,-60 -28 16,,,,,,,,,,,,,,
620,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L Thalamus,-12 -24 6,,,L Primary Somatosensory Cortex,-44 -20 50,,,,,,,,,,,,,,
621,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L Thalamus,-12 -24 6,Unlabelled Broadman area,4 10 14,,,,,,,,,,,,,,,,
622,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L Putamen,-22 8 -4,,,R Fusiform Gyrus,48 -50 -14,,,,,,,,,,,,,,
623,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,L Putamen,-22 8 -4,,,L Primary Somatosensory Cortex, -50 -24 54,,,,,,,,,,,,,,
624,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,R Globus Pallidus,-18 -2 -2,,,L Primary Motor Cortex,-28 -30 68,,,,,,,,,,,,,,
625,38,,2340,120,4.71,OPEN,3,16,16,27,3,,,,,,15,3,16,3,,,,,,,,0.008,0.09,6,,1,1,1,,1,,CompCor,,,R Globus Pallidus,-18 -2 -2,,,L Primary Motor Cortex,-36 -18 44,,,,,,,,,,,,,,
626,39,"Linke, A. C., Olson, L., Gao, Y., Fishman, I., & Müller, R. A. (2017). Psychotropic medication use in autism spectrum disorders may affect functional brain connectivity. Biological Psychiatry: Cognitive Neuroscience and Neuroimaging, 2(6), 518-527.",2000,180,6,OPEN,3,40,10,19,5,,,,,,13.3,2.8,13.4,2.5,,,,104,17.5,108,11.1,0.008,0.08,6,,1,1,1,,1,,aCompCor,,,"Parahippocampal Gyrus, posterior division Left",-26 -36 -16,"Lateral Occipital Cortex, superior division Right",30 -70 42,,,Coordinates were taken from HO atlas. Some of the coordinates were modified to lie on the L or R hemisphere,"SPM12, CONN","GE 3T Discovery MR750
scanner (GE Healthcare, Chicago, IL)",,1,,Original,None,None,,-1,"Linke et al investigated the effect of psychotropic medication on functional connectivity differences. In this review, the focus is on the analysis they did to ind out the group differences between ASD-None i.e. the participants not on medications and TD. Authors observed underconnectivity in ASD as compared to TD. These ASD reported no psychotropic medication use in the past. Using the CONN toolbox didnt give any over connectivity seems strange to me, but the fact that the ASD were never on medications can be the factor.","@article{linke2017psychotropic,
  title={Psychotropic medication use in autism spectrum disorders may affect functional brain connectivity},
  author={Linke, Annika C and Olson, Lindsay and Gao, Yangfeifei and Fishman, Inna and M{\""u}ller, Ralph-Axel},
  journal={Biological Psychiatry: Cognitive Neuroscience and Neuroimaging},
  volume={2},
  number={6},
  pages={518--527},
  year={2017},
  publisher={Elsevier}
}",
627,39,,2000,180,6,OPEN,3,40,10,19,5,,,,,,13.3,2.8,13.4,2.5,,,,104,17.5,108,11.1,0.008,0.08,6,,1,1,1,,1,,aCompCor,,,"Parahippocampal Gyrus, posterior division Left",-26 -36 -16,"Lateral Occipital Cortex, superior division Left",-30 -70 42,,,,,,,,,,,,,,,,
628,39,,2000,180,6,OPEN,3,40,10,19,5,,,,,,13.3,2.8,13.4,2.5,,,,104,17.5,108,11.1,0.008,0.08,6,,1,1,1,,1,,aCompCor,,,"Middle Temporal Gyrus, anterior division Right",54 0 -32,Paracingulate Gyrus Left,-1 34 32,,,,,,,,,,,,,,,,
629,39,,2000,180,6,OPEN,3,40,10,19,5,,,,,,13.3,2.8,13.4,2.5,,,,104,17.5,108,11.1,0.008,0.08,6,,1,1,1,,1,,aCompCor,,,"Middle Temporal Gyrus, anterior division Right",54 0 -32,"Cingulate Gyrus, anterior division",0 -4 42,,,,,,,,,,,,,,,,
630,39,,2000,180,6,OPEN,3,40,10,19,5,,,,,,13.3,2.8,13.4,2.5,,,,104,17.5,108,11.1,0.008,0.08,6,,1,1,1,,1,,aCompCor,,,"Middle Temporal Gyrus, anterior division Right",54 0 -32,Superior Frontal Gyrus Left,-24 20 54,,,,,,,,,,,,,,,,
631,40,"Linke, A. C., Keehn, R. J. J., Pueschel, E. B., Fishman, I., & Müller, R. A. (2017). Children with ASD show links between aberrant sound processing, social symptoms, and atypical auditory interhemispheric and thalamocortical functional connectivity. Developmental cognitive neuroscience.",2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,L Thalamus ,-12 -24 6,,,L Heschl's gyrus,-44 -22 6,"The paper says over connectivity between Thalamus and (HG and STC) but doesnot mentions which ROI from HO atlas, SO I have taekn all the sub ROIS given in HO atlas.","FSL, AFNI",GE 3T Discovery MR750,5,1,,Oroginal,-,"None -  Participants with comorbid ASD-related medical conditions (e.g., Fragile-X syndrome, tuberous  clerosis, epilepsy), or other neurological conditions (e.g., Tourette syndrome), were excluded.",-,1,Linke et al investigated the relatioonship between auditory processing and thalamus functional connectivity at resting state. They took 3 ROIs - One Thalamus ROI and two ROIs from auditory cortex - Heschl's gyrus and superior temporal Gyrus. They analysis revealed an increased conenctivity between thalamus and all the auditoty cortex ROIs in ASD as compared to TD.,"@article{linke2017children,
  title={Children with ASD show links between aberrant sound processing, social symptoms, and atypical auditory interhemispheric and thalamocortical functional connectivity},
  author={Linke, Annika C and Keehn, R Joanne Jao and Pueschel, Ellyn B and Fishman, Inna and M{\""u}ller, Ralph-Axel},
  journal={Developmental cognitive neuroscience},
  year={2017},
  publisher={Elsevier}
}",
632,40,,2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,L Thalamus ,-12 -24 6,,,R Heschl's gyrus,44 -26 6,,,,,,,,,,,,,,
633,40,,2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,L Thalamus ,-12 -24 6,,,"L Superior Temporal Gyrus, anterior",-56 -8 -8,,,,,,,,,,,,,,
634,40,,2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,L Thalamus ,-12 -24 6,,,"R Superior Temporal Gyrus, anterior",56 -8 -8,,,,,,,,,,,,,,
635,40,,2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,L Thalamus ,-12 -24 6,,,"L Superior Temporal Gyrus, posterior",-56 -8 -8,,,,,,,,,,,,,,
636,40,,2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,L Thalamus ,-12 -24 6,,,"R Superior Temporal Gyrus, posterior",56 -8 -8,,,,,,,,,,,,,,
637,40,,2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,R Thalamus,14 -24 6,,,L Heschl's gyrus,-44 -22 6,,,,,,,,,,,,,,
638,40,,2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,R Thalamus,14 -24 6,,,R Heschl's gyrus,44 -26 6,,,,,,,,,,,,,,
639,40,,2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,R Thalamus,14 -24 6,,,"L Superior Temporal Gyrus, anterior",-56 -8 -8,,,,,,,,,,,,,,
640,40,,2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,R Thalamus,14 -24 6,,,"R Superior Temporal Gyrus, anterior",56 -8 -8,,,,,,,,,,,,,,
641,40,,2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,R Thalamus,14 -24 6,,,"L Superior Temporal Gyrus, posterior",-56 -8 -8,,,,,,,,,,,,,,
642,40,,2000,180,6,OPEN,3,32,6,32,8,,,,,,13.66,2.65,14.02,2.76,,,,105.7,18.7,105.66,10.75,0.008,0.08,6,,1,1,1,,1,,,,,R Thalamus,14 -24 6,,,"R Superior Temporal Gyrus, posterior",56 -8 -8,,,,,,,,,,,,,,
643,41.1,"Alaerts, K., Swinnen, S. P., & Wenderoth, N. (2016). Sex differences in autism: a resting-state fMRI investigation of functional brain connectivity in males and females. Social cognitive and affective neuroscience, 11(6), 1002-1016.",ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left Insula Lobe,-31 -21 19,,,"(site, mean FD, Full-scale IQ and age) used as covariates","SPM9, CONN",ABIDE,4,,1,ABIDE 1,ABIDE,ABIDE,ABIDE,-1,"As the autism prevalence in females is very low as compared to males, Alaerts et al. explored the functional brain connectivity differences in ASD males and females. In their analysis they did a seed to voxel whole brain analysis with Left and Right STS and PCC as well as ROI x ROI analysis with 200 ROis. Upon independent analysis of 2 groups - Males and females, they observed predominant underconnectivity in ASD males as compared to TD males  whereas over connectivity in female ASD subjects as compared to TD females.","@article{alaerts2016sex,
  title={Sex differences in autism: a resting-state fMRI investigation of functional brain connectivity in males and females},
  author={Alaerts, Kaat and Swinnen, Stephan P and Wenderoth, Nicole},
  journal={Social cognitive and affective neuroscience},
  volume={11},
  number={6},
  pages={1002--1016},
  year={2016},
  publisher={Oxford University Press}
}",
644,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left Thalamus,-7 -21 13,,,,,,,,,,,,,,,,
645,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left Thalamus,-10 -18 10,,,,,,,,,,,,,,,,
646,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left Insula Lobe,-34 -18 22,,,,,,,,,,,,,,,,
647,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left Rolandic opperculum,-37 -39 22,,,,,,,,,,,,,,,,
648,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left thalamus,-10 -30 4,,,,,,,,,,,,,,,,
649,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left thalamus,-16 -30 10,,,,,,,,,,,,,,,,
650,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left thalamus,-1 -15 13,,,,,,,,,,,,,,,,
651,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left Fusiform Gyrus,-31 -33 -11,,,,,,,,,,,,,,,,
652,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left Hippocampus,-28 -21 -11,,,,,,,,,,,,,,,,
653,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left Inferior temporal gyrus,-49 -39 -17,,,,,,,,,,,,,,,,
654,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left Inferior temporal gyrus,-37 -45 -11,,,,,,,,,,,,,,,,
655,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left Fusiform Gyrus,-37 -51 -14,,,,,,,,,,,,,,,,
656,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Left Hippocampus gyrus,-19 -30 -2,,,,,,,,,,,,,,,,
657,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Right Fusiform Gyrus,38 -48 -14,,,,,,,,,,,,,,,,
658,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Right Fusiform Gyrus,35 -51 -11,,,,,,,,,,,,,,,,
659,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Right Fusiform Gyrus,32 -45 -11,,,,,,,,,,,,,,,,
660,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Right Fusiform Gyrus,38 -39 -11,,,,,,,,,,,,,,,,
661,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Right STS,47 -60 4,Right Fusiform Gyrus,29 -60 -11,,,,,,,,,,,,,,,,
662,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Left STS,-47 -60 4,Right Insula Lobe,35 -24 16,,,,,,,,,,,,,,,,
663,41.1,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,75,0,42,0,,,,,,13.7,4.64,12.99,3.05,,,,101.34,15.17,111.24,10.9,0.009,0.08,5,,1,1,1,,1,,CompCor,,,Left STS,-47 -60 4,Right Heschls Gyrus,38 -27 19,,,,,,,,,,,,,,,,
